english_page_header,english_full_lyrics,chinese_trad_title--header,chinese_trad_lyrics--whole
"Hymn 310 - Come, Ye Thankful People, Come","Come, ye thankful people, come, Raise the song of harvest home;
All is safely gathered in, Ere the winter storms begin.
God, our Maker, doth provide, For our wants to be supplied;
Come to God’s own temple, come, Raise the song of harvest home.

We ourselves are God’s own field, Fruit unto His praise to yield;
Wheat and tares together sown, Unto joy or sorrow grown.
First the blade, and then the ear, Then the full corn shall appear;
Lord of harvest, grant that we Wholesome grain and pure may be.

For the Lord our God shall come, And shall take His harvest home;
From His field shall purge away, All that doth offend that day;
Give His angels charge at last In the fire the tares to cast;
But the fruitful ears to store In His garner evermore.

Even so, Lord, quickly come, To Thy final harvest home;
Gather Thou Thy people in, Free from sorrow, free from sin,
There, forever purified, In Thy presence to abide;
Come, with all Thine angels, come, Raise the glorious harvest home.

",第 310 首 - 年終感頌,"光陰消逝如飛箭，轉瞬一年又告終，
寒來暑往相交替，新春、盛夏，復秋冬；
總計循環一歲畢，如今回顧省吾躬，
深愧虛度好年月，成就無多主聖工。

人生萬事如補風，勞苦歎息虛空中，
感謝主恩賜靈命，脫離罪惡跟主蹤；
回想年年蒙福樂，主恩賜我永無窮，
求主厚賜我力量，多為主工盡精忠。

感謝所受諸恩典，更祈赦免舊罪愆，
今後勤奮應加倍，進德、修道勝往年；
謹守真道，深愛主，盼望更大，信更堅，
年復一年無虛度，主工完畢享聖筵。"
Hymn 311 - All Creatures of Our God and King,"All creatures of our God and King, Lift up your voice and with us sing Alleluia! Alleluia!
Thou burning sun with golden beam, Thou silver moon with softer gleam!
O praise Him! O praise Him!

Thou rushing wind that art so strong, Ye clouds that sail in heav’n along, O praise Him! Alleluia!
Thou rising morn in praise rejoice, Ye lights of evening, find a voice!
O praise Him! O praise Him!

Thou flowing water, pure and clear, Make music for thy Lord to hear, Alleluia, Alleluia!
Thou fire so masterful and bright, That givest us both warmth and light.
O praise Him! O praise Him!

And all ye men of tender heart, Forgiving others, take your part, O sing ye! Alleluia!
Ye who long pain and sorrow bear, Praise God and on Him cast your care!
O praise Him! O praise Him!

REFRAIN
Alleluia! Alleluia! Alleluia!",第 311 首 - 一齊來歌頌,"來！神所創造的子民，來！我們高歌讚美神。
哈利路亞！哈利路亞！看！烈日照耀如金輪；
看！明月映照如銀盆。讚美真神，讚美真神！
哈利路亞！哈利路亞！哈利路亞！

聽！原野強風在呼嘯，看！白雲朵朵碧空飄。
哈利路亞！哈利路亞！看！旭日東昇樂歌謠；
聽！星辰夜間在歡笑。讚美真神，讚美真神！
哈利路亞！哈利路亞！哈利路亞！

聽河水清澈流不停，如 美妙樂音頌主名。
哈利路亞！哈利路亞！看！熊熊火焰放光明，
讓大地溫暖不止息。讚美真神，讚美真神！
哈利路亞！哈利路亞！哈利路亞！

凡謙和之人守誡命，必饒恕弟兄，幫助人。
哈利路亞！哈利路亞！凡世人痛苦與憂心，
請快將憂慮卸給神。讚美真神，讚美真神！
哈利路亞！哈利路亞！哈利路亞！"
"Hymn 312 - Brethren, We Have Met to Worship","Brethren, we have met to worship
And adore the Lord our God;
Will you pray with all your power,
While we try to preach the Word?
All is vain unless the Spirit
Of the Holy One comes down;
Brethren, pray, and holy manna
Will be showered all around.

Brethren, see poor sinners round you
Slumb’ring on the brink of woe;
Death is coming, hell is moving,
Can you bear to let them go?
See our fathers and our mothers,
And our children sinking down;
Brethren, pray, and holy manna
Will be showered all around.

Sisters, will you join and help us?
Moses’ sister aided him;
Will you help the trembling mourners
Who are struggling hard with sin?
Tell them all about the Saviour,
Tell them that He will be found;
Sisters, pray, and holy manna
Will be showered all around.

Let us love our God supremely,
Let us love each other too;
Let us love and pray for sinners,
Till our God makes all things new.
Then He’ll call us home to heaven,
At His table we’ll sit down;
Christ will gird Himself and serve us
With sweet manna all around.",第 312 首 - 齊聚主前,"弟兄姊妹齊聚主前，虔誠敬拜獨一神；
我傳福音請你代禱，懇切祈求主施恩。
僅憑才能，難得果效，依靠聖靈成大功。
弟兄姊妹懇切祈求，生命之糧必豐盛。

舉目環顧周遭世人，罪惡邊緣快沉淪；
死亡來臨地獄將近，不施救援心何忍？
父母親人，尚未信主，陷於罪中將沉淪。
弟兄姊妹懇切祈求，生命之糧必豐盛。

弟兄姊妹合意同心，努力傳揚主救恩；
迷途罪人等候救贖，基督耶穌有大能。
依靠聖靈脫離罪污，失喪的人蒙主恩。
弟兄姊妹懇切祈求，生命之糧必豐盛。

但願彼此相愛相親，更愛天上至高神；
也愛罪人，為他代求，直到萬物得更新。
將來蒙主召回天家，共享筵席在天庭。
基督必然親臨接待，生命之糧必豐盛。"
Hymn 313 - The Light of the World Is Jesus,"The whole world was lost in the darkness of sin,
The Light of the world is Jesus!
Like sunshine at noonday, His glory shone in.
The Light of the world is Jesus!

No darkness have we who in Jesus abide;
The Light of the world is Jesus!
We walk in the light when we follow our Guide!
The Light of the world is Jesus!

Ye dwellers in darkness with sin blinded eyes,
The Light of the world is Jesus!
Go, wash, at His bidding, and light will arise.
The Light of the world is Jesus!

No need of the sunlight in heaven we’re told;
The Light of the world is Jesus!
The Lamb is the Light in the city of gold,
The Light of the world is Jesus!

REFRAIN
Come to the Light, ’tis shining for thee;
Sweetly the Light has dawned upon me.
Once I was blind, but now I can see:
The Light of the world is Jesus!",第 313 首 - 這世界的光是耶穌,"全世界都迷失在黑暗罪中，這世界的光是耶穌；
主榮光常照耀，如太陽當空，這世界的光是耶穌。

在耶穌裡全然無黑暗影蹤，這世界的光是耶穌；
隨主引導前行，在祂光明中，這世界的光是耶穌。

被罪蒙蔽心眼而失明的人，這世界的光是耶穌；
遵主命令洗淨，必重見光明，這世界的光是耶穌。

在天堂裡極光明不需陽光，這世界的光是耶穌；
在聖城裡羔羊是萬民之光，這世界的光是耶穌。

副歌
耶穌真光，正照耀煇煌！主的慈光，照亮我身上。
前我瞎眼，今重見亮光。這世界的光是耶穌。"
Hymn 314 - Jesus Calls Us,"Jesus calls us o’er the tumult
Of our life’s wild, restless sea;
Day by day His sweet voice soundeth,
Saying, “Christian, follow Me!”

Jesus calls us from the worship
Of the vain world’s golden store,
From each idol that would keep us,
Saying, “Christian, love Me more!”

In our joys and in our sorrows,
Days of toil and hours of ease,
Still He calls, in cares and pleasures, 
“Christian, love Me more than these!”

Jesus calls us: by Thy mercies,
Saviour, may we hear Thy call,
Give our hearts to Thine obedience,
Serve and love Thee best of all.",第 314 首 - 耶穌呼召,"苦海人生洶湧波濤，耶穌向我們呼召。
溫柔聲音天天呼召，跟隨主行，免飄搖。

遠離世俗，耶穌呼召，莫追求虛榮、財寶
一切偶像都當離棄，我們愛主有多少？

不論安逸或是辛勞，是喜樂或是煩惱，
主都關懷，欣然呼召，當愛主，一生信靠。

滿有恩慈，耶穌呼召，願我們心中記牢。
奉獻身心，遵行主道，事主、愛主蒙恩膏。"
"Hymn 315 - Immortal, Invisible, God Only Wise","Immortal, invisible, God only wise,
In light inaccessible hid from our eyes,
Most blessed, most glorious, the Ancient of Days,
Almighty, victorious, Thy great name we praise.

Unresting, unhasting, and silent as light,
Nor wanting, nor wasting, Thou rulest in might;
Thy justice like mountains high soaring above
Thy clouds, which are fountains of goodness and love.

To all, life Thou givest, to both great and small;
In all life Thou livest, the true life of all;
We blossom and flourish as leaves on the tree,
And wither and perish- but naught changeth Thee.

Great Father of glory, pure Father of light,
Thine angels adore Thee, all veiling their sight;
All praise we would render; O help us to see 
’Tis only the splendor of light hideth Thee.",第 315 首 - 永世的君王,"不朽壞，不能見，永世的君王。
隱藏在光明中，智慧無限量。
極豐富，極榮耀，古今皆恆常，
當頌讚祂聖名，全能得勝王。

永生神不急躁，安靜如光照。
無所求，不衰殘，萬有掌管好。
極威赫，極莊嚴，公義如山高，
恩惠如雲在天，如愛泉湧到。

凡宇宙眾生命皆由主而來。
使生命得存活，是萬有主宰。
人生有如花草，美景瞬間開，
轉眼間即朽壞，惟祢永不改。

極榮耀，極光明;偉大聖天父。
眾天使寶座前圍繞敬拜主。
讚美頌揚歸祢，我仰望、求助，
祢隱藏的榮美，聖潔世上無。"
Hymn 316 - O Worship the King,"O worship the King, all glorious above,
And gratefully sing His pow’r and His love;
Our Shield and Defender, the Ancient of Days,
Pavilioned in splendor, and girded with praise.

O tell of His might, O sing of His grace,
Whose robe is the light, whose canopy space;
His chariots of wrath the deep thunderclouds form,
And dark is His path on the wings of the storm.

Thy bountiful care, what tongue can recite?
It breathes in the air, it shines in the light;
It streams from the hills, it descends to the plain,
And sweetly distills in the dew and the rain.

Frail children of dust, and feeble as frail,
In Thee do we trust, nor find Thee to fail;
Thy mercies how tender, how firm to the end,
Our Maker, Defender, Redeemer, and Friend.",第 316 首 - 敬拜榮耀王,"萬人同敬拜天上榮耀王，
主權能、慈愛，應感謝頌揚。
祂是我的盾牌，是永遠保障，
榮光照耀天庭，歌頌天上王。

主權能慈愛，我歡呼、頌讚，
光輝是主袍，穹蒼是主幔。
以雷電和密雲，作我主車船，
在狂風暴雨中，深藏主平安。

我怎能訴盡主眷顧恩光？
如微風吹拂，如明光照亮。
有泉源自高天，傾注遍山莊，
賜雨露和甘霖，潤澤各村、鄉。

我原是塵土，軟弱無力量，
專心依靠主，信心更堅強。
主愛我到永久，慈愛又善良，
祂造我又護我，救贖主、君王。"
Hymn 317 - The Master Hath Come,"The Master hath come, and He calls us to follow
The track of the footprints He leaves on our way;
Far over the mountain and through the deep hollow,
The path leads us on to the mansions of day;
The Master hath called us, the children who fear Him,
Who march ’neath Christ’s banner, His own little band;
We love Him and seek Him, we long to be near Him,
And rest in the light of His beautiful land.

The Master hath called us; the road may be dreary
And dangers and sorrows are strewn on the track;
But God’s Holy Spirit shall comfort the weary;
We follow the Saviour and cannot turn back;
The Master hath called us, though doubt and temptation
May compass our journey, we cheerfully sing: 
“Press onward, look upward,” thro’ much tribulation;
The children of Zion must follow the King.

The Master hath called us, in life’s early morning,
With spirits as fresh as the dew on the sod:
We turn from the world, with its smiles and its scorning,
To cast in our lot with the people of God:
The Master hath called us, His sons and His daughters,
We plead for His blessing and trust in His love;
And through the green pastures, beside the still waters,
He’ll lead us at last to His kingdom above.",第 317 首 - 我救主已來到,"我救主已來到，選召我作門徒，跟隨祂的腳步，奮勇走天路。
越過高山峻嶺，穿過平原幽谷，領我一路前行，至親見天父。
恩主已在呼召，敬畏神的子民在主旗下前行，像軍旅邁進。
一心盡忠、愛主，常渴慕親近主，永享神國安息，在榮美天府。

我救主已呼召，雖然艱難重重，困苦、憂愁、危險遍佈路途中。
聖靈親自帶領，安撫憂苦、傷痛，仰望救主耶穌，祂慈手引領。
恩主已在呼召，雖有疑惑、試探常來煩擾挑戰，歌聲仍雷動。
縱然經過災難，仰望標竿前衝，錫安兒女興起，隨君王前行。

我救主已呼召，當趁健康年少，如朝露般清新，活力如春曉。
應當遠離世俗，不懼世人嘲笑，遵守我主真道，同享主榮耀。
恩主已在呼召，真神兒女齊來同領天上福氣，祂慈愛可靠。
同安息在水邊，同享主賜青草，領我入祂國度，完成主呼召。"
Hymn 318 - The Haven of Rest,"My soul in sad exile was out on life’s sea,
So burdened with sin and distressed,
Till I heard a sweet voice, saying, “Make Me your choice"";
And I entered the “Haven of Rest""!

I yielded myself to His tender embrace,
In faith taking hold of the Word,
My fetters fell off, and I anchored my soul;
The “Haven of Rest” is my Lord.

The song of my soul, since the Lord made me whole,
Has been the old story so blest,
Of Jesus, who’ll save whosoever will have
A home in the “Haven of Rest.”

Oh, come to the Saviour, He patiently waits
To save by His power divine;
Come, anchor your soul in the “Haven of Rest,”
And say, “My Beloved is mine.”

REFRAIN
I’ve anchored my soul in the “Haven of Rest,”
I’ll sail the wide seas no more;
The tempest may sweep over wild, stormy, deep,
In Jesus I’m safe evermore.",第 318 首 - 安穩港口,"在人生的大海中我曾漂流，罪惡重擔使我憂愁。
聽救主慈聲說道：「來就近我。」我進入安穩的港口。

我將自己全然投入祂懷裡，以信心緊握祂應許。
我罪鏈得脫，我靈如錨拋牢，在安穩港口無所懼。

我靈要歌唱，因救主醫治我。何等蒙福救恩故事。
誰願意來就耶穌，必蒙引領，到天家永居安樂所。

朋友們！請快快來，主在等你，祂有權能願保護你。
請將你靈魂停靠安穩港口，讓救主居住你心裡。

副歌
我將我靈魂停靠安穩港口，從此不再隨處飄流；
雖風暴時常攻擊，我無所憂，在主裡安穩到永久。"
"Hymn 319 - Angels, from the Realms of Glory","Angels, from the realms of glory,
Wing your flight o’er all the earth;
Ye who sang creation’s story,
Now proclaim Messiah’s birth:
Come and worship, come and worship,
Worship Christ, the newborn King!

Shepherds, in the fields abiding,
Watching o’er your flocks by night,
God with man is now residing,
Yonder shines the infant Light:
Come and worship, come and worship,
Worship Christ, the newborn King!

Sages, leave your contemplations,
Brighter visions beam afar;
Seek the great Desire of nations,
Ye have seen His natal star:
Come and worship, come and worship,
Worship Christ, the newborn King!

Saints, before the altar bending,
Watching long in hope and fear,
Suddenly the Lord, descending,
In His temple shall appear:
Come and worship, come and worship,
Worship Christ, the newborn King!",第 319 首 - 敬拜基督新生王,"榮耀國度天使環繞，頌主創世權能彰。
奉命展翅飛向牧人，傳揚救主自天降。
齊來敬拜，齊來敬拜，敬拜基督新生王。

曠野牧人看守羊群，黑夜星辰燦爛光，
基督降生榮光普照，神人同住，當歡唱。
齊來敬拜，齊來敬拜，敬拜基督新生王。

東方博士不再沉思，仰看奇星發光芒；
迅速起身前去尋訪，得見萬民所盼望。
齊來敬拜，齊來敬拜，敬拜基督新生王。

忠誠聖徒儆醒事奉，盼望救主降世上；
眾民忽聞君王再臨，榮光充滿聖殿堂。
齊來敬拜，齊來敬拜，敬拜基督新生王。"
Hymn 320 - Angels We Have Heard on High,"Angels we have heard on high,
Sweetly singing o’er the plains;
And the mountains in reply
Echoing their joyous strains.
Gloria, in excelsis Deo!
Gloria, in excelsis Deo!

Shepherds, why this jubilee?
Why your joyous strains prolong?
What the gladsome tidings be
Which inspire your heav’nly song?
Gloria, in excelsis Deo!
Gloria, in excelsis Deo!

Come to Bethlehem and see
Him whose birth the angels sing;
Come, adore on bended knee,
Christ the Lord, the newborn King.
Gloria, in excelsis Deo!
Gloria, in excelsis Deo!

See Him in a manger laid,
Whom the choirs of angels praise;
Mary, Joseph, lend your aid,
While our hearts in love we raise.
Gloria, in excelsis Deo!
Gloria, in excelsis Deo!",第 320 首 - 天使歌唱,"天使歌唱在高天，美妙歌聲遍平原；
四周山嶺共迴響，清歌高唱多嘹亮！

牧人有何大喜悅，快樂歌聲不停歇；
有何喜訊感心弦，齊發歌聲，同感謝。

請君同往伯利恆，天使所頌救主生，
前來跪拜同仰望：「基督救主已降生！」

和平君王臥馬槽，天兵頌讚聲圍繞，
眾人歌頌神大愛，讚美天地大主宰。

副歌
榮······耀，榮耀歸於真神；
榮······耀，榮耀歸於真神。"
"Hymn 321 - Come, Christians, Join to Sing","Come, Christians, join to sing;
Alleluia! Amen!
Loud praise to Christ our King;
Alleluia! Amen!
Let all, with heart and voice,
Before His throne rejoice;
Praise is His gracious choice.
Alleluia! Amen!

Come, lift your hearts on high;
Alleluia! Amen!
Let praises fill the sky;
Alleluia! Amen!
He is our Guide and Friend;
To us He’ll condescend;
His love shall never end.
Alleluia! Amen!

Praise yet our Christ again;
Alleluia! Amen!
Life shall not end the strain;
Alleluia! Amen!
On heaven’s blissful shore,
His goodness we’ll adore,
Singing forevermore, “Alleluia! Amen!”",第 321 首 - 信徒齊來頌主,"眾信徒齊頌主，哈利路亞！阿們！
讚美基督耶穌，哈利路亞！阿們！
萬眾齊心唱和，主前稱謝歌頌，
主必歡喜悅納，哈利路亞！阿們！

來！齊心高聲唱，哈利路亞！阿們！
讚美聲達穹蒼，哈利路亞！阿們！
主是牧者良朋，降世救贖罪人，
慈愛豐盈永恆，哈利路亞！阿們！

讚美我主耶穌，哈利路亞！阿們！
生命永遠屬主，哈利路亞！阿們！
在那福樂天鄉，同聲頌揚主恩，
齊歡唱到永遠，哈利路亞！阿們！"
Hymn 322 - To God Be the Glory,"To God be the glory, great things He hath done;
So loved He the world that He gave us His Son,
Who yielded His life an atonement for sin,
And opened the life-gate that all may go in.

O perfect redemption, the purchase of blood,
To ev’ry believer the promise of God;
The vilest offender who truly believes,
That moment from Jesus a pardon receives.

Great things He hath taught us, great things He hath done,
And great our rejoicing through Jesus the Son;
But purer, and higher, and greater will be
Our wonder, our transport, when Jesus we see.

REFRAIN
Praise the Lord, praise the Lord,
Let the earth hear His voice!
Praise the Lord, praise the Lord,
Let the people rejoice!
O come to the Father, through Jesus the Son,
And give Him the glory, great things He hath done.",第 322 首 - 榮耀歸於天父,"榮耀歸於天父，祂愛憐世人。為拯救眾罪人差愛子降生。
主也甘心情願為世人捨命，開啟天國恩門，使人得永生。

天父赦罪恩典因救恩廣佈。凡罪人信靠主必蒙祂救贖。
我罪雖然極重，藉寶血洗淨，就立時蒙赦免，我罪污永除。

極大奧秘顯明，救贖大功成。因信靠主耶穌，必日日歡欣。
直到那日我們要親見主面，何等奇妙改變，得復活升天。

副歌
讚美主，讚美主，全地聽主聲音。讚美主，讚美主，萬民都當歡欣！
藉著救主耶穌，可親近父神，救贖大功已成，榮耀歸父神！"
Hymn 323 - Crown Him with Many Crowns,"Crown Him with many crowns,
The Lamb upon His throne.
Hark! how the heav'nly anthem drowns
All music but its own.
Awake, my soul, and sing
Of Him who died for thee,
And hail Him as thy matchless King
Through all eternity.

Crown Him the Lord of life,
Who triumphed o’er the grave,
And rose victorious in the strife
For those He came to save.
His glories now we sing,
Who died, and rose on high,
Who died eternal life to bring,
And lives that death may die.

Crown Him the Lord of peace,
Whose pow'r a scepter sways
From pole to pole, that wars may cease,
And all be prayer and praise.
His reign shall know no end,
And round His pierced feet
Fair flow'rs of paradise extend
Their fragrance ever sweet.

Crown Him the Lord of love,
Behold His hands and side,
Those wounds, yet visible above,
In beauty glorified.
All hail, Redeemer, hail!
For Thou hast died for me;
Thy praise and glory shall not fail
Throughout eternity.",第 323 首 - 獻上千萬榮冠,"獻上千萬榮冠，寶座羔羊為王。
聽！天上新歌齊歡唱，歌聲雲霄響亮。
當甦醒稱頌祂，因祂為我捨命，
尊祂為王，聽祂命令，天國之福永享。

稱頌生命君王，勝過陰間權杖。
從死復活，拯救萬民，親自征服死亡。
歌頌耶穌基督，讚美祂大榮耀，
主是道路、真理、生命，信靠祂免沉淪。

稱頌和平君王，威儀君臨天壤。
寰宇地極戰爭止息，普世歡唱、頌揚。
基督統治萬邦，國度永恆無疆，
生命花朵永遠開放，滿佈甜美、馨香。

稱頌仁愛君王，看祂手、足、肋旁，
昔日傷痕，依然清晰，今顯美善、榮光。
齊來頌讚救主，祂曾為我死亡，
讚美、榮耀 永不止息，直到地極萬邦。"
Hymn 324 - Blessed Redeemer,"Up Calv'ry's mountain, one dreadful morn,
Walked Christ my Saviour, weary and worn;
Facing for sinners death on the cross,
That He might save them from endless loss.

“Father, forgive them!” thus did He pray,
E’en while His lifeblood flowed fast away;
Praying for sinners while in such woe-
No one but Jesus ever loved so.

O how I love Him, Saviour and Friend,
How can my praises ever find end!
Thro’ years unnumbered on heaven’s shore,
My tongue shall praise Him forevermore.

REFRAIN
Blessed Redeemer! Precious Redeemer!
Seems now I see Him on Calvary’s tree;
Wounded and bleeding, for sinners pleading,
Blind and unheeding- dying for me!",第 324 首 - 慈愛的救主,"各各他山上淒涼清晨，耶穌我救主辛苦獨行；
為世上罪人釘死十架，為要拯救我脫離永刑。

十架上救主，寶血流盡，仍不忘求父憐憫罪人，
祂呼求：「父阿！赦免他們。」無人像耶穌如此慈仁。

我深愛救主，祂是良友！我讚美救主，祂聽我求！
述說主恩典，時刻紀念。我讚美救主，直到永久。

副歌
慈愛的救主，尊貴的救主！我彷彿看見祂被釘十架，
受創傷流血，為罪人代求捨棄祂生命做我贖價！"
Hymn 325 - He Is So Precious to Me,"So precious is Jesus, my Saviour, my King;
His praise all the day long with rapture I sing;
To Him in my weakness for strength I can cling,
For He is so precious to me.

He stood at my heart’s door in sunshine and rain,
And patiently waited an entrance to gain;
What shame that so long He entreated in vain,
For He is so precious to me.

I stand on the mountain of blessing at last,
No cloud in the heavens a shadow to cast,
His smile is upon me; the valley is past,
For He is so precious to me.

I praise Him, because He appointed a place
Where, some day, through faith in His wonderful grace,
I know I shall see Him, shall look on His face,
For He is so precious to me.

REFRAIN
For He is so precious to me;
For He is so precious to me. 
’Tis heaven below, my Redeemer to know,
For He is so precious to me.",第 325 首 - 救主耶穌是我至寶,"主耶穌是我救主至寶君王，我時時刻刻歡欣讚美歌唱；
倚靠耶穌我軟弱變為剛強。因主耶穌是我至寶。

無論風雨烈日，我主在門外，忍耐等候直到我敞開心懷；
長久拒絕救恩，我心必敗壞。因主耶穌是我至寶。

我至終必站立於錫安山上，烏雲已散再無黑影來阻擋；
走過幽谷救主以笑容相向。因主耶穌是我至寶。

讚美耶穌！祂為我預備住處，到那日必因信得奇妙救贖，
必讓我在寶座前親見恩主!因主耶穌是我至寶。

副歌
救主耶穌是我至寶；救主耶穌是我至寶。
於普天之下，傳揚耶穌尊名，因主耶穌是我至寶。"
Hymn 326 - He Keeps Me Singing,"There’s within my heart a melody;
Jesus whispers sweet and low, 
“Fear not, I am with thee, peace, be still,”
In all of life’s ebb and flow.

All my life was wrecked by sin and strife,
Discord filled my heart with pain,
Jesus swept across the broken strings,
Stirred the slumb’ring chords again.

Feasting on the riches of His grace,
Resting ’neath His shelt’ring wing,
Always looking on His smiling face,
That is why I shout and sing.

Tho’ sometimes He leads thro’ waters deep,
Trials fall across the way,
Tho’ sometimes the path seems rough and steep,
See His footprints all the way.

Soon He’s coming back to welcome me,
Far beyond the starry sky;
I shall wing my flight to worlds unknown,
I shall reign with Him on high.

REFRAIN
Jesus, Jesus, Jesus,
Sweetest name I know,
Fills my ev’ry longing,
Keeps me singing as I go.",第 326 首 - 歡唱詠不停,"我有優美旋律在心中，乃主溫柔叮嚀聲：
「有我同行，心靈當平靜。莫畏世間路難行。」

昔日曾有禍患罪重擔，滿心痛苦多愁煩；
救主理我心琴拂我絃，悠然清韻滿心間。

主賜無窮恩福我享用，在祂翼下有安寧；
時刻仰望我救主慈容，我心歡樂，我歌頌。

有時耶穌領我涉深水，試煉滿布在前途；
有時經過崎嶇危險路。仍願跟隨主腳步。

不久我主要從天降臨，那時主向我歡迎；
與主奔向那榮耀天庭，同主掌權到永恆。

副歌
耶穌！耶穌！耶穌！最甘美之名，
慰我渴慕心靈，使我歡唱詠不停。"
Hymn 327 - More About Jesus,"More about Jesus would I know,
More of His grace to others show;
More of His saving fulness see,
More of His love who died for me.

More about Jesus let me learn,
More of His holy will discern;
Spirit of God, my teacher be,
Showing the things of Christ to me.

More about Jesus, in His Word,
Holding communion with my Lord;
Hearing His voice in ev’ry line,
Making each faithful saying mine.

More about Jesus on His throne,
Riches in glory all His own;
More of His kingdom’s sure increase;
More of His coming, Prince of Peace.

REFRAIN
More, more about Jesus,
More, more about Jesus;
More of His saving fulness see,
More of His love who died for me.",第 327 首 - 多認識耶穌,"我願多認識主耶穌，多傳揚我恩主救贖；
多體驗主救恩豐富，多認識深愛我的主。

我願多學習效法主，常追求聖潔如同主；
求聖靈作我保惠師，多從主得啟示、祝福。

多讀經，深知主耶穌，常靈修，親近我救主；
從聖經恭聽主聲音，我心靈因祂得滿足。

多認識寶座全能主，榮耀又尊貴，多豐富！
多宣道擴張主國度，和平君是我主基督。

副歌
願多認識耶穌，願多認識耶穌；
多體驗主救恩豐富，多認識深愛我的主。"
"Hymn 328 - Praise to the Lord, the Almighty","Praise to the Lord, the Almighty,
the King of creation!
O my soul, praise Him,
for He is thy health and salvation!
All ye who hear, now to His temple draw near;
Join me in glad adoration!

Praise to the Lord, who o’er all things
so wondrously reigneth,
Shelters thee under His wings,
yea, so gently sustaineth!
Hast thou not seen how thy desires e’er have been
Granted in what He ordaineth?

Praise to the Lord, who doth prosper
thy work and defend thee;
Surely His goodness and mercy here
daily attend thee.
Ponder anew what the Almighty can do,
If with His love He befriend thee.

Praise to the Lord, O let all
that is in me adore Him!
All that hath life and breath,
come now with praises before Him.
Let the Amen sound from His people again,
Gladly for aye we adore Him.",第 328 首 - 讚美真神創造主,"讚美真神，全能全智，宇宙萬有君王！
我心靈歌頌主救贖，祂恩賜我安康。
聽主聲音，信徒當親近真神，
虔敬向主歡欣頌揚。

讚美真神，造物奇妙，統治世間萬有！
以恩翼懷抱極周到，將我扶持護祐。
我豈不知？主已經安排萬事，
按祂旨意，應允祈求。

讚美真神，興旺我靈，扶助保護恩庇。
以恩惠慈愛常追隨，永同在，永不棄。
我當思想，全能主大愛深長，
祂是良友，何等福氣。

讚美真神，願以心靈、誠實敬拜尊崇。
普世萬族人齊聚集，同來讚美稱頌；
高唱：「阿們！」眾信徒同心歌詠，
敬拜真神，與主同榮。"
Hymn 329 - God of Our Fathers,"God of our fathers, whose almighty hand
Leads forth in beauty all the starry band
Of shining worlds in splendor through the skies,
Our grateful songs before Thy throne arise.

Thy love divine hath led us in the past,
In this free land by Thee our lot is cast,
Be Thou our Ruler, Guardian, Guide, and Stay,
Thy Word our law, Thy paths our chosen way.

From war’s alarms, from deadly pestilence,
Be Thy strong arm our ever sure defense;
Thy true religion in our hearts increase,
Thy bounteous goodness nourish us in peace.

Refresh Thy people on their toilsome way,
Lead us from night to never-ending day;
Fill all our lives with love and grace divine,
And glory, laud, and praise be ever Thine.",第 329 首 - 天父我神,"天父我神，用大權能聖手，
照你旨意舖張美麗宇宙；
榮耀光芒照耀天空四周，
敬向寶座高舉感恩雙手。

真神慈愛，自古引導、眷顧，
賞賜聖民自由美麗樂土；
願我天父統領、扶助、保護，
聖言、真理作我得救道路。

願主膀臂，作我護衛保障，
使我無懼戰爭災禍死亡；
願祢真道在我心中增長，
祢的良善使我永享安康。

前路艱難，求主甦醒我靈，
經過黑夜進入永遠光明；
願我生命滿有恩慈、憐憫，
榮耀頌讚都歸祢無窮盡。"
"Hymn 330 - Sweet Peace, the Gift of God’s Love","There comes to my heart one sweet strain,
A glad and a joyous refrain,
I sing it again and again,
Sweet peace, the gift of God’s love.

Through Christ on the cross peace was made,
My debt by His death was all paid,
No other foundation is laid.
For peace, the gift of God’s love.

In Jesus for peace I abide,
And as I keep close to His side,
There’s nothing but peace doth betide.
Sweet peace, the gift of God’s love.

REFRAIN
Peace, peace, sweet peace,
Wonderful gift from above!
Oh, wonderful, wonderful peace,
Sweet peace, the gift of God’s love.",第 330 首 - 奇妙平安由神來,"美好信息入我心靈；不禁流露快樂歌聲；
使我歡呼不住歌頌；奇妙平安由神來。

十架寶血賜我平安；主代我死，還清罪債；
除祂以外別無根基；奇妙平安由神來。

在主恩中得享安泰；時常親近救主胸懷；
唯祂能賜平安希望；奇妙平安由神來。

副歌
平安，平安，奇妙平安由神來，
奇妙平安由神而來，奇妙平安由神來。"
